TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
skin-arm-carcinoma-Merkel_cell_carcinoma	skin-arm-carcinoma-Merkel_cell_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
large_intestine-rectum-carcinoid-endocrine_tumour	large_intestine-rectum-carcinoid-endocrine_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
lipoblastoma	lipoblastoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-hand-other-lichenoid_keratosis	skin-hand-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
rhabdomyoma	rhabdomyoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
salivary_gland-sphenoid_sinus-carcinoma-adenoid_cystic_carcinoma	salivary_gland-sphenoid_sinus-carcinoma-adenoid_cystic_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
large_intestine-anus-carcinoma-adenocarcinoma	large_intestine-anus-carcinoma-adenocarcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
intraepithelial_neoplasia	intraepithelial_neoplasia	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-eye-lymphoid_neoplasm-marginal_zone_lymphoma	haematopoietic_and_lymphoid_tissue-eye-lymphoid_neoplasm-marginal_zone_lymphoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_leukaemia_therapy_related	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_leukaemia_therapy_related	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
admixed_hyperplastic_polyp-adenoma	admixed_hyperplastic_polyp-adenoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
malignant_histiocytosis	malignant_histiocytosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
large_cell_neuroendocrine_carcinoma	large_cell_neuroendocrine_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-adnexal_tumour-syringocystadenoma_papilliferum	skin-adnexal_tumour-syringocystadenoma_papilliferum	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
large_intestine-adenoma-villous	large_intestine-adenoma-villous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-ear-other-nevus_sebaceous	skin-ear-other-nevus_sebaceous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-chest-carcinoma-basal_cell_carcinoma	skin-chest-carcinoma-basal_cell_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-brainstem-other-ganglioglioma	central_nervous_system-brainstem-other-ganglioglioma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-lower_leg-malignant_melanoma-superficial_spreading	skin-lower_leg-malignant_melanoma-superficial_spreading	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-ocular_adnexa-lymphoid_neoplasm-MALT_lymphoma	haematopoietic_and_lymphoid_tissue-ocular_adnexa-lymphoid_neoplasm-MALT_lymphoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
adenofibroma	adenofibroma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
plasmacytoma	plasmacytoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
lichenoid_keratosis	lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-frontoparietal-glioma-astrocytoma_Grade_IV	central_nervous_system-frontoparietal-glioma-astrocytoma_Grade_IV	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
thyroid-other-Graves_disease	thyroid-other-Graves_disease	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
meninges-meningioma-xanthomatous	meninges-meningioma-xanthomatous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
thyroid-adenoma-nodule-goitre-Hurthle_cell_tumour	thyroid-adenoma-nodule-goitre-Hurthle_cell_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-breast-other-nevus_sebaceous	skin-breast-other-nevus_sebaceous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-head_neck-other-keratoacanthoma	skin-head_neck-other-keratoacanthoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
large_intestine-other-neoplasm	large_intestine-other-neoplasm	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
urinary_tract-renal_pelvis-carcinoma	urinary_tract-renal_pelvis-carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
autonomic_ganglia-abdomen-paraganglioma-malignant	autonomic_ganglia-abdomen-paraganglioma-malignant	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
bilateral	bilateral	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
soft_tissue-fibrous_tissue_and_uncertain_origin-myoepithelioma	soft_tissue-fibrous_tissue_and_uncertain_origin-myoepithelioma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
breast-carcinoma-medullary_carcinoma	breast-carcinoma-medullary_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-flank-other-lichenoid_keratosis	skin-flank-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-foot-benign_melanocytic_nevus-melanocytic_tumour	skin-foot-benign_melanocytic_nevus-melanocytic_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
cribriform_adenocarcinoma	cribriform_adenocarcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-pineal_gland-primitive_neuroectodermal_tumour-medulloblastoma-pineoblastoma	central_nervous_system-pineal_gland-primitive_neuroectodermal_tumour-medulloblastoma-pineoblastoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
xanthomatous	xanthomatous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
soft_tissue-nerve_sheath-perineurioma	soft_tissue-nerve_sheath-perineurioma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-neck-other-nevus_sebaceous	skin-neck-other-nevus_sebaceous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
ganglioglioma-dysembryoplastic_neuroepithelial_tumour	ganglioglioma-dysembryoplastic_neuroepithelial_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-face-other-nevus_sebaceous	skin-face-other-nevus_sebaceous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-marginal_zone_lymphoma	haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-marginal_zone_lymphoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-forearm-benign_melanocytic_nevus	skin-forearm-benign_melanocytic_nevus	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
soft_tissue-blood_vessel-haemangioma-cavernous	soft_tissue-blood_vessel-haemangioma-cavernous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
thyroid-carcinoma-mucoepidermoid_carcinoma	thyroid-carcinoma-mucoepidermoid_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-forearm-other-seborrhoeic_keratosis	skin-forearm-other-seborrhoeic_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-Burkitt_lymphoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-lower_back-benign_melanocytic_nevus-blue	skin-lower_back-benign_melanocytic_nevus-blue	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
kidney-carcinoma-melanotic	kidney-carcinoma-melanotic	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
upper_aerodigestive_tract-trachea-other-papilloma	upper_aerodigestive_tract-trachea-other-papilloma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
sphenoid_sinus	sphenoid_sinus	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
oesophagus-carcinoma-small_cell_carcinoma	oesophagus-carcinoma-small_cell_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-face-other-lichenoid_keratosis	skin-face-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-foot-other-atypical_Spitzoid_tumour	skin-foot-other-atypical_Spitzoid_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
lung-right_upper_lobe-carcinoma-acinar_adenocarcinoma	lung-right_upper_lobe-carcinoma-acinar_adenocarcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
endometrium-other-adenomyoma	endometrium-other-adenomyoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
endometrium-carcinoma-mixed_serous_and_clear_cell_carcinoma	endometrium-carcinoma-mixed_serous_and_clear_cell_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
angiocentric	angiocentric	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-frontoparietal-glioma-oligodendroglioma_Grade_III	central_nervous_system-frontoparietal-glioma-oligodendroglioma_Grade_III	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-upper_leg-other-lichenoid_keratosis	skin-upper_leg-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-malignant_histiocytosis	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-malignant_histiocytosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
vagina-carcinoma-adenoid_cystic_carcinoma	vagina-carcinoma-adenoid_cystic_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-lower_back-other-lichenoid_keratosis	skin-lower_back-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
lung-carcinoma-lymphoepithelioma_like_carcinoma	lung-carcinoma-lymphoepithelioma_like_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
complex-atypical	complex-atypical	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-lower_leg-other-lichenoid_keratosis	skin-lower_leg-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
large_intestine-rectum-other-hamartoma	large_intestine-rectum-other-hamartoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-ear-malignant_melanoma-spitzoid	skin-ear-malignant_melanoma-spitzoid	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
T_cell_prolymphocytic_leukaemia	T_cell_prolymphocytic_leukaemia	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
mixed_papillary_and_follicular_carcinoma	mixed_papillary_and_follicular_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
endometrium-hyperplasia-complex-atypical	endometrium-hyperplasia-complex-atypical	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-monoclonal_gammopathy_of_undetermined_significance	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-monoclonal_gammopathy_of_undetermined_significance	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
angiomyolipoma	angiomyolipoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-back-other-atypical_Spitzoid_tumour	skin-back-other-atypical_Spitzoid_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
dermatofibroma	dermatofibroma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
myoepithelioma	myoepithelioma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
frontal	frontal	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
syringocystadenoma_papilliferum	syringocystadenoma_papilliferum	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-frontal_lobe-glioma-ependymoma_Grade_III-IV	central_nervous_system-frontal_lobe-glioma-ependymoma_Grade_III-IV	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-shoulder-other-lichenoid_keratosis	skin-shoulder-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
frontobasal	frontobasal	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
ependymoma_Grade_I	ependymoma_Grade_I	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
infratentorial	infratentorial	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-arm-malignant_melanoma-nodular	skin-arm-malignant_melanoma-nodular	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-arm-other-seborrhoeic_keratosis	skin-arm-other-seborrhoeic_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-parietal_lobe-glioma-oligoastrocytoma_Grade_II	central_nervous_system-parietal_lobe-glioma-oligoastrocytoma_Grade_II	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
astroblastoma_Grade_III	astroblastoma_Grade_III	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
thyroid-adenoma-nodule-goitre-hyalinizing_trabecular_tumour	thyroid-adenoma-nodule-goitre-hyalinizing_trabecular_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-scalp-benign_melanocytic_nevus	skin-scalp-benign_melanocytic_nevus	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
gastrointestinal_tract_(site_indeterminate)-carcinoma-adenocarcinoma	gastrointestinal_tract_(site_indeterminate)-carcinoma-adenocarcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-upper_arm-other-lichenoid_keratosis	skin-upper_arm-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-leg-other-keratoacanthoma	skin-leg-other-keratoacanthoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
mixed_serous_and_clear_cell_carcinoma	mixed_serous_and_clear_cell_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
bone-osteosarcoma-chondroblastic	bone-osteosarcoma-chondroblastic	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-shoulder-other-nevus_sebaceous	skin-shoulder-other-nevus_sebaceous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
Hurthle_cell_tumour	Hurthle_cell_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
acute_lymphoblastic_leukaemia_therapy_related	acute_lymphoblastic_leukaemia_therapy_related	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
kidney-Wilms_tumour-bilateral	kidney-Wilms_tumour-bilateral	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
hyalinizing_trabecular_tumour	hyalinizing_trabecular_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-trunk-carcinoma-squamous_cell_carcinoma	skin-trunk-carcinoma-squamous_cell_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-sella_turcica-glioma-astrocytoma_Grade_I	central_nervous_system-sella_turcica-glioma-astrocytoma_Grade_I	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
leukoplakia-hyperplakia-erythroplakia	leukoplakia-hyperplakia-erythroplakia	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
Graves_disease	Graves_disease	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
soft_tissue-fat-lipoblastoma	soft_tissue-fat-lipoblastoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
perineurioma	perineurioma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
buccal	buccal	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_dendritic_cell_sarcoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_dendritic_cell_sarcoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
autonomic_ganglia-abdomen-paraganglioma	autonomic_ganglia-abdomen-paraganglioma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
lung-other-pneumocytoma_(sclerosing_haemangioma)	lung-other-pneumocytoma_(sclerosing_haemangioma)	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-forearm-other-lichenoid_keratosis	skin-forearm-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-face-benign_melanocytic_nevus-melanocytic_tumour	skin-face-benign_melanocytic_nevus-melanocytic_tumour	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-T_cell_prolymphocytic_leukaemia	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-T_cell_prolymphocytic_leukaemia	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-chest-other-lichenoid_keratosis	skin-chest-other-lichenoid_keratosis	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-lower_back-other-nevus_sebaceous	skin-lower_back-other-nevus_sebaceous	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
skin-ankle-benign_melanocytic_nevus-Spitz	skin-ankle-benign_melanocytic_nevus-Spitz	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
lung-right-other-papilloma	lung-right-other-papilloma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
follicular_dendritic_cell_sarcoma	follicular_dendritic_cell_sarcoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
sublingual	sublingual	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
ocular_adnexa	ocular_adnexa	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
large_intestine-rectum-serrated_polyp-serrated_adenoma	large_intestine-rectum-serrated_polyp-serrated_adenoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
cervical_intraepithelial_neoplasia_Grade_II	cervical_intraepithelial_neoplasia_Grade_II	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
minor	minor	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
cemento-ossifying_fibroma	cemento-ossifying_fibroma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
bone-femur-osteosarcoma	bone-femur-osteosarcoma	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
bone-chondrosarcoma-peripheral	bone-chondrosarcoma-peripheral	0.999999999978615	-2.13851888991755e-11	5	0	0	14	16828
ovary-carcinoma	ovary-carcinoma	0.999999999978637	-2.13632288462726e-11	933	0	0	14	16828
skin-upper_arm-malignant_melanoma	skin-upper_arm-malignant_melanoma	0.999999999978752	-2.12478636460052e-11	553	0	0	14	16828
thalamus	thalamus	0.999999999979696	-2.03037859981983e-11	284	0	0	14	16828
skin-adnexal_tumour-malignant_adnexal_tumour	skin-adnexal_tumour-malignant_adnexal_tumour	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
renal_pelvis	renal_pelvis	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
vagina	vagina	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
myxoid	myxoid	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
urinary_tract-carcinoma	urinary_tract-carcinoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
central_nervous_system-brain-glioma-gliosarcoma	central_nervous_system-brain-glioma-gliosarcoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
soft_tissue-fat-liposarcoma-pleomorphic	soft_tissue-fat-liposarcoma-pleomorphic	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-precursor_T_cell_lymphoblastic_lymphoma	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-precursor_T_cell_lymphoblastic_lymphoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
skin-other-neurocristic_hamartoma	skin-other-neurocristic_hamartoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
large_intestine-colon-serrated_polyp-serrated_adenoma	large_intestine-colon-serrated_polyp-serrated_adenoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
central_nervous_system-temporal_lobe-glioma-astrocytoma_Grade_II	central_nervous_system-temporal_lobe-glioma-astrocytoma_Grade_II	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
adrenal_gland-adrenal_gland-adrenal_cortical_neoplasm-virilizing_syndrome_producing	adrenal_gland-adrenal_gland-adrenal_cortical_neoplasm-virilizing_syndrome_producing	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
tubular	tubular	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
neurocristic_hamartoma	neurocristic_hamartoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
pineal_gland	pineal_gland	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
serrated_polyp	serrated_polyp	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
bone-mandible-other-ameloblastoma	bone-mandible-other-ameloblastoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
flank	flank	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
embryonal_carcinoma	embryonal_carcinoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
normal	normal	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
serrated_adenoma	serrated_adenoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
skin-leg-adnexal_tumour-malignant_adnexal_tumour	skin-leg-adnexal_tumour-malignant_adnexal_tumour	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
ameloblastoma	ameloblastoma	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
eye-uveal_tract-malignant_melanoma-epithelioid	eye-uveal_tract-malignant_melanoma-epithelioid	0.999999999980186	-1.98144138121044e-11	16	0	0	14	16828
bone-chondrosarcoma	bone-chondrosarcoma	0.999999999980913	-1.90870165024959e-11	106	0	0	14	16828
skin-face-malignant_melanoma	skin-face-malignant_melanoma	0.999999999981262	-1.87383020369765e-11	137	0	0	14	16828
yolk_sac_tumour	yolk_sac_tumour	0.999999999981403	-1.85971277594525e-11	82	0	0	14	16828
soft_tissue-striated_muscle-rhabdoid_tumour	soft_tissue-striated_muscle-rhabdoid_tumour	0.999999999981855	-1.81451063779287e-11	168	0	0	14	16828
genital_tract	genital_tract	0.999999999981855	-1.81451063779287e-11	168	0	0	14	16828
rhabdoid_tumour	rhabdoid_tumour	0.999999999981855	-1.81451063779287e-11	168	0	0	14	16828
skin-hand-malignant_melanoma	skin-hand-malignant_melanoma	0.999999999981855	-1.81451063779287e-11	168	0	0	14	16828
bronchus	bronchus	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
soft_tissue-fibrous_tissue_and_uncertain_origin-inflammatory_myofibroblastic_tumour	soft_tissue-fibrous_tissue_and_uncertain_origin-inflammatory_myofibroblastic_tumour	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
skin-arm-benign_melanocytic_nevus-Spitz	skin-arm-benign_melanocytic_nevus-Spitz	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
malignant_melanoma_of_soft_parts-clear_cell_sarcoma	malignant_melanoma_of_soft_parts-clear_cell_sarcoma	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
inflammatory_myofibroblastic_tumour	inflammatory_myofibroblastic_tumour	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
skin-buttock-other-atypical_Spitzoid_tumour	skin-buttock-other-atypical_Spitzoid_tumour	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
skin-upper_arm-other-atypical_Spitzoid_tumour	skin-upper_arm-other-atypical_Spitzoid_tumour	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
skin-other-atypical_Spitzoid_tumour	skin-other-atypical_Spitzoid_tumour	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
skin-lower_leg-carcinoma-squamous_cell_carcinoma	skin-lower_leg-carcinoma-squamous_cell_carcinoma	0.999999999982956	-1.70440784430978e-11	22	0	0	14	16828
