TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
lung-middle_lobe-carcinoid-endocrine_tumour-atypical	lung-middle_lobe-carcinoid-endocrine_tumour-atypical	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
lung-bronchus-carcinoid-endocrine_tumour-atypical	lung-bronchus-carcinoid-endocrine_tumour-atypical	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
lower_lobe	lower_lobe	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
bone-scapula-chondrosarcoma	bone-scapula-chondrosarcoma	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
skin-breast-malignant_melanoma	skin-breast-malignant_melanoma	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
upper_lobe	upper_lobe	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
salivary_gland-mouth_roof-carcinoma-adenoid_cystic_carcinoma	salivary_gland-mouth_roof-carcinoma-adenoid_cystic_carcinoma	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
lung-upper_lobe-carcinoid-endocrine_tumour-typical	lung-upper_lobe-carcinoid-endocrine_tumour-typical	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
central_nervous_system-brain-glioma-oligodendroglioma	central_nervous_system-brain-glioma-oligodendroglioma	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
skin-carcinoma-Merkel_cell_carcinoma	skin-carcinoma-Merkel_cell_carcinoma	0.999999999962796	-3.72038447256511e-11	20	0	0	20	16828
spinal_cord	spinal_cord	0.999999999962873	-3.71273147913184e-11	145	0	0	20	16828
mixed	mixed	0.999999999962873	-3.71273147913184e-11	145	0	0	20	16828
chromophobe_renal_cell_carcinoma	chromophobe_renal_cell_carcinoma	0.999999999963218	-3.67815906012602e-11	430	0	0	20	16828
kidney-carcinoma-chromophobe_renal_cell_carcinoma	kidney-carcinoma-chromophobe_renal_cell_carcinoma	0.999999999963218	-3.67815906012602e-11	430	0	0	20	16828
skin-ankle-malignant_melanoma-acral_lentiginous	skin-ankle-malignant_melanoma-acral_lentiginous	0.99999999996324	-3.67598685097647e-11	330	0	0	20	16828
soft_tissue-fibrous_tissue_and_uncertain_origin-synovial_sarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-synovial_sarcoma	0.999999999963474	-3.65264441404518e-11	89	0	0	20	16828
ilium	ilium	0.999999999963474	-3.65264441404518e-11	89	0	0	20	16828
Wilms_tumour	Wilms_tumour	0.999999999963702	-3.62984614795061e-11	546	0	0	20	16828
ovary-carcinoma-adenocarcinoma	ovary-carcinoma-adenocarcinoma	0.999999999963832	-3.61681298530449e-11	188	0	0	20	16828
lung-carcinoid-endocrine_tumour	lung-carcinoid-endocrine_tumour	0.999999999964749	-3.52508775466417e-11	502	0	0	20	16828
skin-lower_leg-other-atypical_Spitzoid_tumour	skin-lower_leg-other-atypical_Spitzoid_tumour	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
ovary-germ_cell_tumour-teratoma	ovary-germ_cell_tumour-teratoma	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
skin-face-malignant_melanoma-lentigo_maligna	skin-face-malignant_melanoma-lentigo_maligna	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
soft_tissue-fibrous_tissue_and_uncertain_origin-fibrosarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-fibrosarcoma	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
ovary-carcinoma-mixed_carcinoma	ovary-carcinoma-mixed_carcinoma	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
basal_cell_carcinoma	basal_cell_carcinoma	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
central_nervous_system-spinal_cord-glioma-astrocytoma_Grade_IV	central_nervous_system-spinal_cord-glioma-astrocytoma_Grade_IV	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
skin-scalp-benign_melanocytic_nevus-Spitz	skin-scalp-benign_melanocytic_nevus-Spitz	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
biliary_tract-gallbladder-other-dysplasia-carcinoma_in_situ	biliary_tract-gallbladder-other-dysplasia-carcinoma_in_situ	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
biliary_tract-gallbladder-other-adenoma	biliary_tract-gallbladder-other-adenoma	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
skin-upper_leg-other-atypical_Spitzoid_tumour	skin-upper_leg-other-atypical_Spitzoid_tumour	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
mouth_roof	mouth_roof	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
skin-face-other-atypical_Spitzoid_tumour	skin-face-other-atypical_Spitzoid_tumour	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
atypical_Spitzoid_tumour	atypical_Spitzoid_tumour	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
skin-arm-other-atypical_Spitzoid_tumour	skin-arm-other-atypical_Spitzoid_tumour	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
bone-humerus-chondrosarcoma-central	bone-humerus-chondrosarcoma-central	0.999999999965495	-3.45046518148536e-11	23	0	0	20	16828
bone-chondrosarcoma	bone-chondrosarcoma	0.999999999965665	-3.43349069726961e-11	106	0	0	20	16828
NS-carcinoma	NS-carcinoma	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
endometrium-carcinoma	endometrium-carcinoma	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
soft_tissue-sarcoma	soft_tissue-sarcoma	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
peritoneum-mesothelioma	peritoneum-mesothelioma	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
pancreas-ampulla_of_Vater-carcinoma-ductal_carcinoma	pancreas-ampulla_of_Vater-carcinoma-ductal_carcinoma	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
central_nervous_system-temporal_lobe-glioma-astrocytoma_Grade_IV	central_nervous_system-temporal_lobe-glioma-astrocytoma_Grade_IV	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-follicular_lymphoma	haematopoietic_and_lymphoid_tissue-abdomen-lymphoid_neoplasm-follicular_lymphoma	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
vulva	vulva	0.999999999965697	-3.43025686059243e-11	46	0	0	20	16828
testis	testis	0.999999999965981	-3.40188023909226e-11	733	0	0	20	16828
atypical_teratoid-rhabdoid_tumour	atypical_teratoid-rhabdoid_tumour	0.999999999966358	-3.36418507177387e-11	213	0	0	20	16828
central_nervous_system-brain-atypical_teratoid-rhabdoid_tumour	central_nervous_system-brain-atypical_teratoid-rhabdoid_tumour	0.999999999966358	-3.36418507177387e-11	213	0	0	20	16828
hand	hand	0.999999999966976	-3.30238131648524e-11	566	0	0	20	16828
eye-uveal_tract-malignant_melanoma-spindle	eye-uveal_tract-malignant_melanoma-spindle	0.999999999967747	-3.22527668359409e-11	363	0	0	20	16828
cervix-carcinoma	cervix-carcinoma	0.999999999968394	-3.16060212718608e-11	42	0	0	20	16828
leiomyosarcoma	leiomyosarcoma	0.999999999968394	-3.16060212718608e-11	42	0	0	20	16828
soft_tissue-smooth_muscle-leiomyosarcoma	soft_tissue-smooth_muscle-leiomyosarcoma	0.999999999968394	-3.16060212718608e-11	42	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-acute_lymphoblastic_leukaemia	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-acute_lymphoblastic_leukaemia	0.999999999968878	-3.11224108632895e-11	156	0	0	20	16828
mixed_papillary_and_follicular_carcinoma	mixed_papillary_and_follicular_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
syringocystadenoma_papilliferum	syringocystadenoma_papilliferum	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
bilateral	bilateral	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_intestine-rectum-other-hamartoma	large_intestine-rectum-other-hamartoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
kidney-other-angiomyolipoma	kidney-other-angiomyolipoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	central_nervous_system-pineal_gland-glioma-astrocytoma_Grade_III	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
biliary_tract-gallbladder-carcinoma-undifferentiated_carcinoma	biliary_tract-gallbladder-carcinoma-undifferentiated_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
monoclonal_gammopathy_of_undetermined_significance	monoclonal_gammopathy_of_undetermined_significance	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
rhabdomyoma	rhabdomyoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
bone-chondrosarcoma-peripheral	bone-chondrosarcoma-peripheral	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_intestine-rectum-carcinoid-endocrine_tumour	large_intestine-rectum-carcinoid-endocrine_tumour	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
intraepithelial_neoplasia	intraepithelial_neoplasia	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
stomach-other-dysplasia	stomach-other-dysplasia	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
adenomyoma	adenomyoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
soft_tissue-fat-lipoblastoma	soft_tissue-fat-lipoblastoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
admixed_hyperplastic_polyp-adenoma	admixed_hyperplastic_polyp-adenoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-neck-other-nevus_sebaceous	skin-neck-other-nevus_sebaceous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-shoulder-other-nevus_sebaceous	skin-shoulder-other-nevus_sebaceous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
endometrium-carcinoma-mixed_serous_and_clear_cell_carcinoma	endometrium-carcinoma-mixed_serous_and_clear_cell_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-face-other-nevus_sebaceous	skin-face-other-nevus_sebaceous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
angiomyolipoma	angiomyolipoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
ear_canal	ear_canal	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-scalp-benign_melanocytic_nevus	skin-scalp-benign_melanocytic_nevus	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_intestine-adenoma-villous	large_intestine-adenoma-villous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-frontal_lobe-glioma-ependymoma_Grade_III-IV	central_nervous_system-frontal_lobe-glioma-ependymoma_Grade_III-IV	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-follicular_lymphoma	haematopoietic_and_lymphoid_tissue-thyroid-lymphoid_neoplasm-follicular_lymphoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
bone-humerus-osteosarcoma-osteoblastic	bone-humerus-osteosarcoma-osteoblastic	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-sole-malignant_melanoma	skin-sole-malignant_melanoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
soft_tissue-fibrous_tissue_and_uncertain_origin-myoepithelioma	soft_tissue-fibrous_tissue_and_uncertain_origin-myoepithelioma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
acute_lymphoblastic_leukaemia_therapy_related	acute_lymphoblastic_leukaemia_therapy_related	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_cell_neuroendocrine_carcinoma	large_cell_neuroendocrine_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-hip-other-seborrhoeic_keratosis	skin-hip-other-seborrhoeic_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
polymorphous_low_grade_adenocarcinoma	polymorphous_low_grade_adenocarcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
frontal	frontal	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
dermatofibroma	dermatofibroma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
sebaceous_carcinoma	sebaceous_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_intestine-rectum-serrated_polyp-serrated_adenoma	large_intestine-rectum-serrated_polyp-serrated_adenoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-arm-benign_melanocytic_nevus-blue	skin-arm-benign_melanocytic_nevus-blue	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
frontobasal	frontobasal	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
gynandroblastoma	gynandroblastoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-leg-other-keratoacanthoma	skin-leg-other-keratoacanthoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
cavernous	cavernous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	thyroid-carcinoma-mixed_papillary_and_follicular_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-glioma-ependymoma_Grade_II	central_nervous_system-glioma-ependymoma_Grade_II	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-shoulder-other-lichenoid_keratosis	skin-shoulder-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
mixed_serous_and_clear_cell_carcinoma	mixed_serous_and_clear_cell_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
meninges-meningioma-xanthomatous	meninges-meningioma-xanthomatous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	salivary_gland-mouth_floor-carcinoma-cribriform_adenocarcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
sublingual	sublingual	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-upper_arm-other-lichenoid_keratosis	skin-upper_arm-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
vagina-carcinoma-adenoid_cystic_carcinoma	vagina-carcinoma-adenoid_cystic_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
angiocentric	angiocentric	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-mouth-lymphoid_neoplasm-Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-mouth-lymphoid_neoplasm-Burkitt_lymphoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	urinary_tract-bladder-carcinoma-undifferentiated_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-other-lichenoid_keratosis	skin-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
leukoplakia-hyperplakia-erythroplakia	leukoplakia-hyperplakia-erythroplakia	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-brainstem-other-ganglioglioma	central_nervous_system-brainstem-other-ganglioglioma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-trunk-other-keratoacanthoma	skin-trunk-other-keratoacanthoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-ear-malignant_melanoma-spitzoid	skin-ear-malignant_melanoma-spitzoid	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-back-other-atypical_Spitzoid_tumour	skin-back-other-atypical_Spitzoid_tumour	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-flank-other-lichenoid_keratosis	skin-flank-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
lung-other-pneumocytoma_(sclerosing_haemangioma)	lung-other-pneumocytoma_(sclerosing_haemangioma)	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
T_cell_prolymphocytic_leukaemia	T_cell_prolymphocytic_leukaemia	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-lower_leg-malignant_melanoma-superficial_spreading	skin-lower_leg-malignant_melanoma-superficial_spreading	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
bone-osteosarcoma-chondroblastic	bone-osteosarcoma-chondroblastic	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
oesophagus-carcinoma-small_cell_carcinoma	oesophagus-carcinoma-small_cell_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-lower_back-other-lichenoid_keratosis	skin-lower_back-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_myeloid_leukaemia_myelodysplastic_syndrome_therapy_related_NOS	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_intestine-anus-carcinoma-adenocarcinoma	large_intestine-anus-carcinoma-adenocarcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
cervix-in_situ_neoplasm-cervical_intraepithelial_neoplasia_Grade_II	cervix-in_situ_neoplasm-cervical_intraepithelial_neoplasia_Grade_II	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
pneumocytoma_(sclerosing_haemangioma)	pneumocytoma_(sclerosing_haemangioma)	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-malignant_histiocytosis	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-malignant_histiocytosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
thyroid-other-Graves_disease	thyroid-other-Graves_disease	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_intestine-colon-other-dysplasia	large_intestine-colon-other-dysplasia	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-lower_back-benign_melanocytic_nevus-blue	skin-lower_back-benign_melanocytic_nevus-blue	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
Graves_disease	Graves_disease	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-chest-carcinoma-basal_cell_carcinoma	skin-chest-carcinoma-basal_cell_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-frontotemporal-primitive_neuroectodermal_tumour-medulloblastoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
upper_aerodigestive_tract-trachea-other-papilloma	upper_aerodigestive_tract-trachea-other-papilloma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-upper_back-other-lichenoid_keratosis	skin-upper_back-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
ovary-sex_cord-stromal_tumour-gynandroblastoma	ovary-sex_cord-stromal_tumour-gynandroblastoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
acetabulum	acetabulum	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-B_cell_lymphoma_unclassifiable_with_features_intermediate_between_DLBCL_and_Burkitt_lymphoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-foot-other-atypical_Spitzoid_tumour	skin-foot-other-atypical_Spitzoid_tumour	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-forearm-other-seborrhoeic_keratosis	skin-forearm-other-seborrhoeic_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
xanthomatous	xanthomatous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_leukaemia_therapy_related	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-acute_lymphoblastic_leukaemia_therapy_related	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-monoclonal_gammopathy_of_undetermined_significance	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-monoclonal_gammopathy_of_undetermined_significance	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
perineurioma	perineurioma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	skin-buttock-benign_melanocytic_nevus-melanocytic_tumour	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-marginal_zone_lymphoma	haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-marginal_zone_lymphoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-neck-other-lichenoid_keratosis	skin-neck-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-hand-other-lichenoid_keratosis	skin-hand-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-frontoparietal-glioma-astrocytoma_Grade_IV	central_nervous_system-frontoparietal-glioma-astrocytoma_Grade_IV	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
cemento-ossifying_fibroma	cemento-ossifying_fibroma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
bone-extraskeletal-chondrosarcoma-mesenchymal	bone-extraskeletal-chondrosarcoma-mesenchymal	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
salivary_gland-ear_canal-carcinoma-adenoid_cystic_carcinoma	salivary_gland-ear_canal-carcinoma-adenoid_cystic_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
soft_tissue-nerve_sheath-perineurioma	soft_tissue-nerve_sheath-perineurioma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-frontoparietal-glioma-oligodendroglioma_Grade_III	central_nervous_system-frontoparietal-glioma-oligodendroglioma_Grade_III	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-ankle-benign_melanocytic_nevus-Spitz	skin-ankle-benign_melanocytic_nevus-Spitz	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-upper_leg-other-lichenoid_keratosis	skin-upper_leg-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
autonomic_ganglia-abdomen-paraganglioma	autonomic_ganglia-abdomen-paraganglioma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
soft_tissue-blood_vessel-haemangioma-cavernous	soft_tissue-blood_vessel-haemangioma-cavernous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
plasmacytoma	plasmacytoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
ependymoma_Grade_I	ependymoma_Grade_I	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-parietal_lobe-glioma-oligoastrocytoma_Grade_II	central_nervous_system-parietal_lobe-glioma-oligoastrocytoma_Grade_II	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-chest-other-lichenoid_keratosis	skin-chest-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-arm-carcinoma-Merkel_cell_carcinoma	skin-arm-carcinoma-Merkel_cell_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
kidney-carcinoma-melanotic	kidney-carcinoma-melanotic	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
central_nervous_system-temporal_lobe-glioma-oligodendroglioma_Grade_III	central_nervous_system-temporal_lobe-glioma-oligodendroglioma_Grade_III	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-lower_back-other-nevus_sebaceous	skin-lower_back-other-nevus_sebaceous	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
thyroid-carcinoma-mucoepidermoid_carcinoma	thyroid-carcinoma-mucoepidermoid_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
primary_effusion_lymphoma	primary_effusion_lymphoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
pineoblastoma	pineoblastoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-lower_leg-other-lichenoid_keratosis	skin-lower_leg-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
astroblastoma_Grade_III	astroblastoma_Grade_III	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
lung-right-other-papilloma	lung-right-other-papilloma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-arm-other-seborrhoeic_keratosis	skin-arm-other-seborrhoeic_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
ocular_adnexa	ocular_adnexa	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-forearm-benign_melanocytic_nevus	skin-forearm-benign_melanocytic_nevus	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-face-other-lichenoid_keratosis	skin-face-other-lichenoid_keratosis	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
adenofibroma	adenofibroma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	salivary_gland-buccal-carcinoma-adenoid_cystic_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	lung-left_upper_lobe-carcinoma-acinar_adenocarcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
endometrium-hyperplasia-complex-atypical	endometrium-hyperplasia-complex-atypical	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
breast-carcinoma-medullary_carcinoma	breast-carcinoma-medullary_carcinoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
skin-face-benign_melanocytic_nevus-melanocytic_tumour	skin-face-benign_melanocytic_nevus-melanocytic_tumour	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
complex-atypical	complex-atypical	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
large_intestine-caecum-serrated_polyp-serrated_adenoma	large_intestine-caecum-serrated_polyp-serrated_adenoma	0.999999999969704	-3.02959533912618e-11	5	0	0	20	16828
